,num-nodes,avg-chain-length,std-dev-chain-length,avg-stale-rate,std-dev-stale-rate
0,40,16.7,4.0,0.0412775,0.04904799579009973
1,60,23.55,4.123105625617661,0.051445,0.03569075115416763
2,80,27.725,4.58257569495584,0.06304,0.05015518890761926
3,100,34.925,3.4641016151377544,0.0693225,0.042209620288173585
4,120,39.625,4.898979485566356,0.1061375,0.043170073249404785
5,140,42.825,5.385164807134504,0.1516225,0.04473636441735125
6,160,47.375,4.795831523312719,0.162985,0.05509292639224693
