,,avg_tput,avg_tput,avg_cpu,avg_cpu,deliver_late_chance,deliver_late_chance,deliver_late_dur_ms,deliver_late_dur_ms,sched_dur_ms,sched_dur_ms,ecore_util,ecore_util
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
correct-config,num-nodes,,,,,,,,,,,,
narwhal_blk_size=262144+diem_blk_len=4,36,26005.377777777776,983.2933151932372,80.37670333333334,1.2007352633421493,0.08409930727317072,0.014179085330319138,136.90431402691118,66.69956171364242,0.26431204672647385,0.0184352129659635,10.154925047021875,0.24471571074881063
narwhal_blk_size=262144+diem_blk_len=4,40,25292.0,1322.970675327981,84.03381666666667,0.9628542925247495,0.1216518105742717,0.003958257109025322,176.18153347080306,26.5727192826994,0.3338622362424463,0.02646505631630624,9.979808328348044,0.13210236503137013
narwhal_blk_size=262144+diem_blk_len=4,44,22111.355555555554,1215.8748904633503,86.97142666666666,0.5089324008484216,0.15268012281142382,0.03893759577613709,143.58626362774893,38.36119453706086,0.5069747904814731,0.051369232496565234,9.82097727546057,0.2125703463894576
narwhal_blk_size=262144+diem_blk_len=4,48,21406.8,1918.9925328440202,89.21983333333333,0.8714072747764616,0.16866202165601937,0.009622013228070344,118.73228119094256,8.771528187471514,0.7400284745687417,0.0709743807593789,9.543054628646892,0.25391406378879017
narwhal_blk_size=262144+diem_blk_len=4,52,19331.1,640.5308067879665,90.53250666666668,0.39044964622001466,0.19018238526488285,0.015611955508701498,100.5462004432743,13.312650350026233,1.0316786532831779,0.020042188501150398,9.416430969938963,0.15374838084240738
narwhal_blk_size=262144+diem_blk_len=4,56,18502.766666666666,2627.9863704618633,90.43268666666665,0.6425803963966966,0.22315639808508725,0.025941031607260634,113.1128673540854,23.89875988959606,1.200226793518981,0.17850649309542685,9.401956278105054,0.2881577160357357
narwhal_blk_size=262144+diem_blk_len=4,60,16188.799999999997,752.9491616304513,91.98778666666668,0.7715502259952643,0.24345686868399533,0.020968273402612713,74.88874470605522,5.409051230790289,1.906148336174225,0.10440156344991816,9.24940055567812,0.09067060494790152
narwhal_blk_size=262144+diem_blk_len=4,64,16057.366666666667,560.7254953282505,92.21094166666667,0.6460792401542835,0.2886316321524652,0.01731739410470212,81.64301007196222,13.132768439750626,2.380891125595261,0.11521351496950244,9.249958033318372,0.09952975408874824
narwhal_blk_size=65536+diem_blk_len=16,4,13603.199999999999,174.40000000000032,3.831967366666667,0.2306700117434068,0.0,0.0,0.0,0.0,0.01844105202598892,0.0002925561854388456,8.101312791755463,0.02168446665613819
narwhal_blk_size=65536+diem_blk_len=16,8,21970.766666666666,70.91983737526044,12.287374333333332,0.07060406929018587,7.821176617810383e-06,1.3546675277017294e-05,3.9678753333333336,6.872561675432629,0.015982206224108522,0.0004416922831368209,10.363789175531801,0.033323662753544495
narwhal_blk_size=65536+diem_blk_len=16,12,25502.36666666667,288.8671378563721,21.982080333333332,0.06396933840781444,0.00010472832043066409,6.31308143810509e-05,11.994202371316403,0.7643365390595099,0.026745118535963845,0.0005351385513180379,10.858151418986417,0.04106747699300785
narwhal_blk_size=65536+diem_blk_len=16,16,30189.36666666667,287.6306022198154,35.23817533333334,0.318282339700674,0.0011482127197209985,0.0009719293048276004,86.9367670327161,127.98230644673062,0.03626019111729354,0.001147864755609903,11.551243642395184,0.025781887679816155
narwhal_blk_size=65536+diem_blk_len=16,20,34738.299999999996,60.6886315548444,46.936006,0.10810751853594978,0.0037808094326976624,0.00048395797183656926,223.12177620553254,77.86355434762663,0.040620401440265186,0.0007867823409481896,11.893055063205331,0.02013801308178968
narwhal_blk_size=65536+diem_blk_len=16,24,36355.13333333333,375.27250543216184,52.70717933333333,0.6128222483635286,0.0052223850869941085,0.001342895884730961,183.8977949223405,93.72117337716865,0.044720006323631954,0.0016740735054519122,11.984425872425156,0.01135900954275532
narwhal_blk_size=65536+diem_blk_len=16,28,38913.0,254.92953928488126,59.063612666666664,0.17588999090719593,0.007905878443576908,0.0019944527388127357,118.95794769772334,64.79050302348946,0.05052078487081687,0.0007709013741032454,12.176053852141186,0.017811631584722803
narwhal_blk_size=65536+diem_blk_len=16,32,40464.433333333334,1657.3855324978938,65.57932866666665,0.8030328285850707,0.011870348523989304,0.00273647581716118,57.404877752834714,31.329344565903877,0.0836426036718451,0.005493787217796911,12.035656467768169,0.06469032002269542
narwhal_blk_size=65536+diem_blk_len=16,36,39559.73333333334,1490.9245096024574,70.29077866666667,1.129472931169826,0.020606198154608076,0.0020979727766831102,103.92529217436227,23.407380163956606,0.11383290783628842,0.0057822658645583095,11.913157873654399,0.167235787745892
narwhal_blk_size=65536+diem_blk_len=16,40,37775.76666666666,1833.3182193316386,73.67107,0.9151312237597452,0.026568436489699154,0.007292834977860397,41.952016529225716,17.966537602777965,0.1358218647930417,0.009890605083638874,11.788139840695045,0.12116018290202551
narwhal_blk_size=65536+diem_blk_len=16,44,37336.13333333333,2166.478398999939,75.50144333333333,1.0995533082726527,0.03452423486387091,0.005829347726922333,33.50019240346674,11.897290074028824,0.17087427743380612,0.015465645485171034,11.67014424802304,0.11549940787795168
narwhal_blk_size=65536+diem_blk_len=16,48,35163.4,2448.2331772116795,78.38998833333333,1.3164176746604161,0.058358372628730004,0.013296925118380997,26.185394588913425,12.824255820789345,0.22599604075466315,0.03398801835082097,11.404262493016356,0.2186864420326039
narwhal_blk_size=65536+diem_blk_len=16,52,32056.899999999998,3212.431756473592,80.31921666666666,1.9758719801731448,0.09455705219564532,0.01864802606398436,26.296073200246315,7.948011627577624,0.31422901328160396,0.033112046548044484,10.91307215939519,0.21081156827742786
narwhal_blk_size=65536+diem_blk_len=16,56,29132.066666666666,2170.6422490436653,82.866668,0.7932135157774333,0.1338244328206436,0.0018558417729696857,21.345257128641673,1.1883395901167948,0.4540904306749464,0.041906352295291584,10.56906982329943,0.08419442950668375
narwhal_blk_size=65536+diem_blk_len=16,60,29070.3,171.30694673596867,85.00015833333333,1.2955634221674908,0.20329984551484903,0.004196542337588995,23.657478748160923,0.7788886154922474,0.6240844868141479,0.022032274524489956,10.368874660203092,0.10422197203425584
narwhal_blk_size=65536+diem_blk_len=16,64,25106.333333333332,680.0353838833187,86.51747666666667,1.5427200560806065,0.2704449693979569,0.008070862729845148,32.68431748940395,2.7647051981932846,0.934582121743135,0.0681423621639622,10.008117990857338,0.16808747854435235
